,lat,long,headings,segment_links
38.910349599999996_-77.04545863333334,38.910349599999996,-77.04545863333334,"[114.04931693219203, 294.05042063829535]","['38.9101462_-77.0448729', '38.910553_-77.04604436666666']"
38.91038666666667_-77.04663176666666,38.91038666666667,-77.04663176666666,[180.20097280158163],['38.91001693333333_-77.04663343333334']
38.91001693333333_-77.04663343333334,38.91001693333333,-77.04663343333334,[180.20097280158163],['38.9096472_-77.0466351']
38.91114016666667_-77.04604856666667,38.91114016666667,-77.04604856666667,[90.16824858938685],['38.91113883333333_-77.04546693333333']
38.91113883333333_-77.04546693333333,38.91113883333333,-77.04546693333333,[90.16824858938685],['38.9111375_-77.0448853']
38.911875599999995_-77.04604896666666,38.911875599999995,-77.04604896666666,[89.94889833077178],['38.911876_-77.04546633333334']
38.911876_-77.04546633333334,38.911876,-77.04546633333334,[89.94889833077178],['38.9118764_-77.0448837']
38.91150835_-77.0466309,38.91150835,-77.0466309,[179.91492950115094],['38.9111415_-77.0466302']
38.9122424_-77.04663099999999,38.9122424,-77.04663099999999,[180.07284732953042],['38.9118752_-77.0466316']
38.9126091_-77.0470969,38.9126091,-77.0470969,[269.9213702131267],['38.9126086_-77.0475634']
38.90059303333333_-77.03815646666666,38.90059303333333,-77.03815646666666,"[338.96377346944615, 158.96342915147522]","['38.90096286666667_-77.03833923333333', '38.9002232_-77.0379737']"
38.90096286666667_-77.03833923333333,38.90096286666667,-77.03833923333333,"[338.96377346944615, 158.96342915147522]","['38.9013327_-77.038522', '38.90059303333333_-77.03815646666666']"
38.911507349999994_-77.0446729,38.911507349999994,-77.0446729,[156.0367506394623],['38.9111383_-77.0444621']
38.90729745_-77.05581135,38.90729745,-77.05581135,"[359.1069778122772, 179.10696732363874]","['38.9077143_-77.0558197', '38.9068806_-77.055803']"
38.90661956666667_-77.05621883333333,38.90661956666667,-77.05621883333333,"[231.1079822995047, 51.10719880557508]","['38.90635853333333_-77.05663466666667', '38.9068806_-77.055803']"
38.90635853333333_-77.05663466666667,38.90635853333333,-77.05663466666667,"[231.1079822995047, 51.10719880557508]","['38.9060975_-77.0570505', '38.90661956666667_-77.05621883333333']"
38.90687525_-77.05643315,38.90687525,-77.05643315,"[269.3753065744119, 89.3745150346773]","['38.9068699_-77.0570633', '38.9068806_-77.055803']"
38.9081305_-77.05582799999999,38.9081305,-77.05582799999999,"[359.11094871194217, 179.11093828592584]","['38.9085467_-77.0558363', '38.9077143_-77.0558197']"
38.90770635_-77.0564473,38.90770635,-77.0564473,"[269.0677836703012, 89.0669953196603]","['38.9076984_-77.0570749', '38.9077143_-77.0558197']"
38.9085372_-77.0564648,38.9085372,-77.0564648,"[268.8875790102388, 88.88678951473611]","['38.9085277_-77.0570933', '38.9085467_-77.0558363']"
38.908826366666666_-77.05547773333333,38.908826366666666,-77.05547773333333,"[44.933016370550604, 224.93369200134094]","['38.90910603333334_-77.05511916666666', '38.9085467_-77.0558363']"
38.90910603333334_-77.05511916666666,38.90910603333334,-77.05511916666666,"[44.933016370550604, 224.93369200134094]","['38.9093857_-77.0547606', '38.908826366666666_-77.05547773333333']"
38.9089835_-77.0563676,38.9089835,-77.0563676,"[269.2509891501468, 89.25031031595421]","['38.908978_-77.056908', '38.908989_-77.0558272']"
38.9093686_-77.05611476666667,38.9093686,-77.05611476666667,"[269.12883557822994, 89.12789652032939]","['38.909362699999996_-77.05661313333334', '38.9093745_-77.0556164']"
38.909362699999996_-77.05661313333334,38.909362699999996,-77.05661313333334,"[269.12883557822994, 89.12789652032939]","['38.9093568_-77.0571115', '38.9093686_-77.05611476666667']"
38.9093801_-77.0551885,38.9093801,-77.0551885,"[89.03619178373657, 269.03672930328565]","['38.9093857_-77.0547606', '38.9093745_-77.0556164']"
38.9108219_-77.0544439,38.9108219,-77.0544439,"[59.493406374820495, 239.49404151972496]","['38.9110537_-77.0539383', '38.9105901_-77.0549495']"
38.910581_-77.05549862500001,38.910581,-77.05549862500001,"[268.78064291424954, 88.77926327806676]","['38.9105719_-77.05604775', '38.9105901_-77.0549495']"
38.9105719_-77.05604775,38.9105719,-77.05604775,"[268.78064291424954, 88.77926327806676]","['38.9105628_-77.056596875', '38.910581_-77.05549862500001']"
38.9105628_-77.056596875,38.9105628,-77.056596875,"[268.78064291424954, 88.77926327806676]","['38.9105537_-77.057146', '38.9105719_-77.05604775']"
38.910663185714284_-77.05433691428571,38.910663185714284,-77.05433691428571,"[81.28158970926745, 261.2842831092622]","['38.910736271428576_-77.05372432857143', '38.9105901_-77.0549495']"
38.910736271428576_-77.05372432857143,38.910736271428576,-77.05372432857143,"[81.28158970926745, 261.2842831092622]","['38.91080935714286_-77.05311174285714', '38.910663185714284_-77.05433691428571']"
38.91080935714286_-77.05311174285714,38.91080935714286,-77.05311174285714,"[81.28158970926745, 261.2842831092622]","['38.910882442857144_-77.05249915714286', '38.910736271428576_-77.05372432857143']"
38.910882442857144_-77.05249915714286,38.910882442857144,-77.05249915714286,"[81.28158970926745, 261.2842831092622]","['38.91095552857143_-77.05188657142857', '38.91080935714286_-77.05311174285714']"
38.91095552857143_-77.05188657142857,38.91095552857143,-77.05188657142857,"[81.28158970926745, 261.2842831092622]","['38.91102861428572_-77.05127398571429', '38.910882442857144_-77.05249915714286']"
38.91102861428572_-77.05127398571429,38.91102861428572,-77.05127398571429,"[81.28158970926745, 261.2842831092622]","['38.9111017_-77.0506614', '38.91095552857143_-77.05188657142857']"
38.8978487_-77.0394625,38.8978487,-77.0394625,"[180.21948229768972, 0.21947928360714286]","['38.8973611_-77.0394649', '38.8983363_-77.0394601']"
38.89833935_-77.0400217,38.89833935,-77.0400217,[270.40052379736596],['38.8983424_-77.04058330000001']
38.8983424_-77.04058330000001,38.8983424,-77.04058330000001,[270.40052379736596],['38.898345449999994_-77.0411449']
38.898345449999994_-77.0411449,38.898345449999994,-77.0411449,[270.40052379736596],['38.8983485_-77.0417065']
38.898764799999995_-77.04170656666668,38.898764799999995,-77.04170656666668,[359.99285926800286],['38.8991811_-77.04170663333333']
38.8991811_-77.04170663333333,38.8991811,-77.04170663333333,[359.99285926800286],['38.8995974_-77.0417067']
38.898348033333335_-77.042295,38.898348033333335,-77.042295,[269.9421752161233],['38.898347566666665_-77.0428835']
38.898347566666665_-77.0428835,38.898347566666665,-77.0428835,[269.9421752161233],['38.8983471_-77.043472']
38.897854699999996_-77.04347179999999,38.897854699999996,-77.04347179999999,[179.9818880172096],['38.8973623_-77.0434716']
38.89834523333334_-77.04394889999999,38.89834523333334,-77.04394889999999,[269.7122896668336],['38.898343366666666_-77.0444258']
38.898343366666666_-77.0444258,38.898343366666666,-77.0444258,[269.7122896668336],['38.8983415_-77.0449027']
38.898755566666665_-77.0449,38.898755566666665,-77.0449,[0.29075704721253715],['38.89916963333334_-77.0448973']
38.89916963333334_-77.0448973,38.89916963333334,-77.0448973,[0.29075704721253715],['38.8995837_-77.0448946']
38.898345633333335_-77.04549206666667,38.898345633333335,-77.04549206666667,[270.516852993025],['38.89834976666666_-77.04608143333333']
38.89834976666666_-77.04608143333333,38.89834976666666,-77.04608143333333,[270.516852993025],['38.8983539_-77.0466708']
38.89834585_-77.04949605,38.89834585,-77.04949605,[270.53708484510366],['38.8983505_-77.0501339']
38.89875403333333_-77.04885303333333,38.89875403333333,-77.04885303333333,[0.5580363165597646],['38.89916686666666_-77.04884786666666']
38.89916686666666_-77.04884786666666,38.89916686666666,-77.04884786666666,[0.5580363165597646],['38.8995797_-77.0488427']
38.898345649999996_-77.0507873,38.898345649999996,-77.0507873,[269.4539650537191],['38.8983408_-77.0514407']
38.89876176666667_-77.05013203333334,38.89876176666667,-77.05013203333334,"[0.20238668471893106, 180.2023902012335]","['38.899173033333334_-77.05013016666666', '38.8983505_-77.0501339']"
38.899173033333334_-77.05013016666666,38.899173033333334,-77.05013016666666,"[0.20238668471893106, 180.2023902012335]","['38.8995843_-77.0501283', '38.89876176666667_-77.05013203333334']"
38.89785535_-77.05014015,38.89785535,-77.05014015,"[180.56283791729, 0.562830068117762]","['38.8973602_-77.0501464', '38.8983505_-77.0501339']"
38.89875403333333_-77.05143826666666,38.89875403333333,-77.05143826666666,"[0.26256916504229366, 180.26257374906893]","['38.899167266666666_-77.05143583333333', '38.8983408_-77.0514407']"
38.899167266666666_-77.05143583333333,38.899167266666666,-77.05143583333333,"[0.26256916504229366, 180.26257374906893]","['38.8995805_-77.0514334', '38.89875403333333_-77.05143826666666']"
38.90911414999999_-77.0457591,38.90911414999999,-77.0457591,[359.85034779616643],['38.9096504_-77.0457609']
38.9085774_-77.04531155000001,38.9085774,-77.04531155000001,"[90.08231206456821, 270.0828719975169]","['38.9085769_-77.0448658', '38.9085779_-77.0457573']"
38.9096509_-77.04531245000001,38.9096509,-77.04531245000001,"[89.91762232239245, 269.91818566002405]","['38.9096514_-77.044864', '38.9096504_-77.0457609']"
38.907575449999996_-77.04344725,38.907575449999996,-77.04344725,[180.1014073937627],['38.9072457_-77.043448']
38.91072985_-77.04243305,38.91072985,-77.04243305,"[216.00377619587596, 36.003295755366935]","['38.9103203_-77.0428155', '38.9111394_-77.0420506']"
38.911877780000005_-77.0407912,38.911877780000005,-77.0407912,[89.94979456034201],['38.91187816_-77.04022379999999']
38.91187816_-77.04022379999999,38.91187816,-77.04022379999999,[89.94979456034201],['38.911878540000004_-77.0396564']
38.911878540000004_-77.0396564,38.911878540000004,-77.0396564,[89.94979456034201],['38.91187892_-77.03908899999999']
38.91187892_-77.03908899999999,38.91187892,-77.03908899999999,[89.94979456034201],['38.9118793_-77.0385216']
38.9122441_-77.04101370000001,38.9122441,-77.04101370000001,"[36.19835307886865, 216.1987863624481]","['38.9126108_-77.0406688', '38.9118774_-77.0413586']"
38.9126094_-77.04116195,38.9126094,-77.04116195,[269.79126873458836],['38.912608_-77.0416551']
38.9037379_-77.04827435,38.9037379,-77.04827435,[90.16273672819767],['38.9037367_-77.04773370000001']
38.9037367_-77.04773370000001,38.9037367,-77.04773370000001,[90.16273672819767],['38.9037355_-77.04719305']
38.9037355_-77.04719305,38.9037355,-77.04719305,[90.16273672819767],['38.9037343_-77.0466524']
38.904946249999995_-77.0478529,38.904946249999995,-77.0478529,"[216.21756182274171, 36.21675719633737]","['38.9046059_-77.04817320000001', '38.9052866_-77.0475326']"
38.9046059_-77.04817320000001,38.9046059,-77.04817320000001,"[216.21756182274171, 36.21675719633737]","['38.904265550000005_-77.0484935', '38.904946249999995_-77.0478529']"
38.904265550000005_-77.0484935,38.904265550000005,-77.0484935,"[216.21756182274171, 36.21675719633737]","['38.9039252_-77.0488138', '38.9046059_-77.04817320000001']"
38.90527444999999_-77.0481728,38.90527444999999,-77.0481728,[268.60334509794325],['38.9052623_-77.048813']
38.905572199999995_-77.0472705,38.905572199999995,-77.0472705,"[35.532401366634645, 215.5327305847103]","['38.9058578_-77.0470084', '38.9052866_-77.0475326']"
38.907245849999995_-77.0461706,38.907245849999995,-77.0461706,[269.6330131917209],['38.9072435_-77.0466417']
38.9075784_-77.0453872,38.9075784,-77.0453872,"[36.351993534925725, 216.35238582501188]","['38.9079086_-77.0450749', '38.9072482_-77.0456995']"
38.901448433333336_-77.0511266,38.901448433333336,-77.0511266,"[36.02681765741653, 216.02738585811656]","['38.90177116666666_-77.050825', '38.9011257_-77.0514282']"
38.90177116666666_-77.050825,38.90177116666666,-77.050825,"[36.02681765741653, 216.02738585811656]","['38.9020939_-77.0505234', '38.901448433333336_-77.0511266']"
38.897738333333336_-77.05445143333334,38.897738333333336,-77.05445143333334,[39.77184977523564],['38.898112966666666_-77.05405076666666']
38.898112966666666_-77.05405076666666,38.898112966666666,-77.05405076666666,[39.77184977523564],['38.8984876_-77.0536501']
38.89736645_-77.05432465000001,38.89736645,-77.05432465000001,"[89.61584127055613, 269.61650367122417]","['38.8973692_-77.0537972', '38.8973637_-77.0548521']"
38.897369850000004_-77.05535895,38.897369850000004,-77.05535895,"[270.8935244498772, 90.89288791975412]","['38.897376_-77.0558658', '38.8973637_-77.0548521']"
38.895449549999995_-77.04705645,38.895449549999995,-77.04705645,[123.63996750364538],['38.8952606_-77.0466916']
38.90187345_-77.03852075,38.90187345,-77.03852075,"[0.10307092826678854, 180.10307249823842]","['38.9024142_-77.0385195', '38.9013327_-77.038522']"
38.9013308_-77.03898434999999,38.9013308,-77.03898434999999,[269.6977424297205],['38.9013289_-77.0394467']
38.9025304_-77.0389524,38.9025304,-77.0389524,"[269.93235298118316, 89.93180838199987]","['38.90253_-77.039386', '38.9025308_-77.0385188']"
38.904280099999994_-77.03851345,38.904280099999994,-77.03851345,"[180.0874808921245, 0.08747969888412399]","['38.9037959_-77.0385144', '38.9047643_-77.0385125']"
38.9052039_-77.03850985,38.9052039,-77.03850985,"[0.26877472274264846, 180.26877805132213]","['38.9056435_-77.0385072', '38.9047643_-77.0385125']"
38.9069065_-77.03850109999999,38.9069065,-77.03850109999999,"[0.44349812287686063, 180.4435023936635]","['38.9072483_-77.0384977', '38.9065647_-77.0385045']"
38.90671165_-77.03808755,38.90671165,-77.03808755,"[65.63351772163952, 245.634041455928]","['38.9068586_-77.0376706', '38.9065647_-77.0385045']"
38.90613435_-77.03850595,38.90613435,-77.03850595,"[180.15022708752826, 0.15022526619299015]","['38.905704_-77.0385074', '38.9065647_-77.0385045']"
38.9072476_-77.03808215,38.9072476,-77.03808215,"[90.12376872121047, 270.1242907028665]","['38.9072469_-77.0376666', '38.9072483_-77.0384977']"
38.9075901_-77.03849435,38.9075901,-77.03849435,"[0.4369721381222007, 180.43697634616865]","['38.9079319_-77.038491', '38.9072483_-77.0384977']"
38.90815316_-77.03912788,38.90815316,-77.03912788,"[294.0598185336597, 114.05781848107893]","['38.90837442_-77.03976476', '38.9079319_-77.038491']"
38.90837442_-77.03976476,38.90837442,-77.03976476,"[294.0598185336597, 114.05781848107893]","['38.90859568_-77.04040164', '38.90815316_-77.03912788']"
38.90859568_-77.04040164,38.90859568,-77.04040164,"[294.0598185336597, 114.05781848107893]","['38.90881694_-77.04103852', '38.90837442_-77.03976476']"
38.90881694_-77.04103852,38.90881694,-77.04103852,"[294.0598185336597, 114.05781848107893]","['38.9090382_-77.0416754', '38.90859568_-77.04040164']"
38.907785450000006_-77.03807359999999,38.907785450000006,-77.03807359999999,"[114.26980811053136, 294.27033242226264]","['38.907639_-77.0376562', '38.9079319_-77.038491']"
38.90831705_-77.03848715,38.90831705,-77.03848715,[180.4456680360864],['38.9079319_-77.038491']
38.90965204_-77.03912486,38.90965204,-77.03912486,"[270.05195786086654, 90.04996127509594]","['38.90965248_-77.03976062', '38.9096516_-77.0384891']"
38.90965248_-77.03976062,38.90965248,-77.03976062,"[270.05195786086654, 90.04996127509594]","['38.90965292_-77.04039638', '38.90965204_-77.03912486']"
38.90965292_-77.04039638,38.90965292,-77.04039638,"[270.05195786086654, 90.04996127509594]","['38.90965336_-77.04103214', '38.90965248_-77.03976062']"
38.90965336_-77.04103214,38.90965336,-77.04103214,"[270.05195786086654, 90.04996127509594]","['38.9096538_-77.0416679', '38.90965292_-77.04039638']"
38.9091769_-77.0384862,38.9091769,-77.0384862,[179.72762941633732],['38.9087022_-77.0384833']
38.91039032_-77.03915033999999,38.91039032,-77.03915033999999,[270.13250495251395],['38.91039144_-77.03977737999999']
38.91039144_-77.03977737999999,38.91039144,-77.03977737999999,[270.13250495251395],['38.91039256_-77.04040442']
38.91039256_-77.04040442,38.91039256,-77.04040442,[270.13250495251395],['38.91039368_-77.04103146']
38.91039368_-77.04103146,38.91039368,-77.04103146,[270.13250495251395],['38.9103948_-77.0416585']
38.91002039999999_-77.0385062,38.91002039999999,-77.0385062,[177.93368866229252],['38.9096516_-77.0384891']
38.910764349999994_-77.03852255,38.910764349999994,-77.03852255,[180.08913132147885],['38.9103892_-77.0385233']
38.9115094_-77.03852169999999,38.9115094,-77.03852169999999,[180.01205273091992],['38.9111395_-77.0385218']
38.9126102_-77.0390377,38.9126102,-77.0390377,[270.0277696711905],['38.912610400000005_-77.0395814']
38.912610400000005_-77.0395814,38.912610400000005,-77.0395814,[270.0277696711905],['38.9126106_-77.04012510000001']
38.9126106_-77.04012510000001,38.9126106,-77.04012510000001,[270.0277696711905],['38.9126108_-77.0406688']
38.912244650000005_-77.03850779999999,38.912244650000005,-77.03850779999999,[181.68348882943454],['38.9118793_-77.0385216']
38.895912800000005_-77.0394689,38.895912800000005,-77.0394689,"[180.14167701223252, 0.14167500292813884]","['38.8954092_-77.0394705', '38.8964164_-77.0394673']"
38.90059303333334_-77.03945176666667,38.90059303333334,-77.03945176666667,"[0.3070074091538686, 180.30701218175253]","['38.900960966666666_-77.03944923333333', '38.9002251_-77.0394543']"
38.900960966666666_-77.03944923333333,38.900960966666666,-77.03944923333333,"[0.3070074091538686, 180.30701218175253]","['38.9013289_-77.0394467', '38.90059303333334_-77.03945176666667']"
38.89975546666667_-77.03945626666666,38.89975546666667,-77.03945626666666,"[180.18673059576838, 0.18672689082450233]","['38.89928583333333_-77.03945823333333', '38.9002251_-77.0394543']"
38.89928583333333_-77.03945823333333,38.89928583333333,-77.03945823333333,"[180.18673059576838, 0.18672689082450233]","['38.8988162_-77.0394602', '38.89975546666667_-77.03945626666666']"
38.900224466666664_-77.03896076666666,38.900224466666664,-77.03896076666666,[90.09401169593866],['38.900223833333335_-77.03846723333334']
38.900223833333335_-77.03846723333334,38.900223833333335,-77.03846723333334,[90.09401169593866],['38.9002232_-77.0379737']
38.9016742_-77.03944634999999,38.9016742,-77.03944634999999,"[0.045195683938288767, 180.04519612352848]","['38.9020195_-77.039446', '38.9013289_-77.0394467']"
38.901329075_-77.0400102,38.901329075,-77.0400102,[270.0235721213824],['38.90132925_-77.04057370000001']
38.90132925_-77.04057370000001,38.90132925,-77.04057370000001,[270.0235721213824],['38.901329425_-77.04113720000001']
38.901329425_-77.04113720000001,38.901329425,-77.04113720000001,[270.0235721213824],['38.9013296_-77.0417007']
38.90476296666667_-77.03985023333333,38.90476296666667,-77.03985023333333,[89.92598521889346],['38.90476363333333_-77.03918136666667']
38.90476363333333_-77.03918136666667,38.90476363333333,-77.03918136666667,[89.92598521889346],['38.9047643_-77.0385125']
38.905204_-77.04077559999999,38.905204,-77.04077559999999,[335.68189583726166],['38.9056457_-77.0410321']
38.90605076666667_-77.04126423333334,38.90605076666667,-77.04126423333334,[335.9765268781434],['38.90641693333333_-77.04147396666666']
38.90641693333333_-77.04147396666666,38.90641693333333,-77.04147396666666,[335.9765268781434],['38.9067831_-77.0416837']
38.899587266666664_-77.04288223333333,38.899587266666664,-77.04288223333333,[89.36483997538903],['38.89959233333333_-77.04229446666668']
38.89959233333333_-77.04229446666668,38.89959233333333,-77.04229446666668,[89.36483997538903],['38.8995974_-77.0417067']
38.899582699999996_-77.04394486666666,38.899582699999996,-77.04394486666666,"[270.0779653424155, 90.07707075415578]","['38.8995832_-77.04441973333334', '38.8995822_-77.04347']"
38.8995832_-77.04441973333334,38.8995832,-77.04441973333334,"[270.0779653424155, 90.07707075415578]","['38.8995837_-77.0448946', '38.899582699999996_-77.04394486666666']"
38.8991705_-77.04347066666666,38.8991705,-77.04347066666666,[180.0722063995982],['38.8987588_-77.04347133333333']
38.8987588_-77.04347133333333,38.8987588,-77.04347133333333,[180.0722063995982],['38.8983471_-77.043472']
38.89995893333333_-77.04489336666667,38.89995893333333,-77.04489336666667,[0.14655873613821768],['38.90033416666667_-77.04489213333333']
38.90033416666667_-77.04489213333333,38.90033416666667,-77.04489213333333,[0.14655873613821768],['38.9007094_-77.0448909']
38.8999515_-77.04883873333333,38.8999515,-77.04883873333333,[0.47570753245651076],['38.9003233_-77.04883476666667']
38.9003233_-77.04883476666667,38.9003233,-77.04883476666667,[0.47570753245651076],['38.9006951_-77.0488308']
38.899581999999995_-77.0494855,38.899581999999995,-77.0494855,"[270.26382664273797, 90.26301934076139]","['38.8995843_-77.0501283', '38.8995797_-77.0488427']"
38.8995824_-77.05078085,38.8995824,-77.05078085,"[269.7860503637105, 89.78523081668789]","['38.8995805_-77.0514334', '38.8995843_-77.0501283']"
38.899956_-77.05012503333333,38.899956,-77.05012503333333,"[0.3918674119668708, 180.3918735660242]","['38.9003277_-77.05012176666666', '38.8995843_-77.0501283']"
38.9003277_-77.05012176666666,38.9003277,-77.05012176666666,"[0.3918674119668708, 180.3918735660242]","['38.9006994_-77.0501185', '38.899956_-77.05012503333333']"
38.8999538_-77.05143196666666,38.8999538,-77.05143196666666,"[0.1712070219061843, 180.1712097221547]","['38.9003271_-77.05143053333333', '38.8995805_-77.0514334']"
38.9003271_-77.05143053333333,38.9003271,-77.05143053333333,"[0.1712070219061843, 180.1712097221547]","['38.9007004_-77.0514291', '38.8999538_-77.05143196666666']"
38.8995791_-77.05213484999999,38.8995791,-77.05213484999999,"[269.8535021452325, 89.85262118384833]","['38.8995777_-77.0528363', '38.8995805_-77.0514334']"
38.90018435_-77.0533107,38.90018435,-77.0533107,"[0.008593930123765858, 180.00859405571686]","['38.9007032_-77.0533106', '38.8996655_-77.0533108']"
38.9005958_-77.0417013,38.9005958,-77.0417013,[0.036458876813924235],['38.9009627_-77.041701']
38.9009627_-77.041701,38.9009627,-77.041701,[0.036458876813924235],['38.9013296_-77.0417007']
38.90022795_-77.041139775,38.90022795,-77.041139775,[90.12378327065488],['38.900227_-77.04057795']
38.900227_-77.04057795,38.900227,-77.04057795,[90.12378327065488],['38.90022605_-77.040016125']
38.90022605_-77.040016125,38.90022605,-77.040016125,[90.12378327065488],['38.9002251_-77.0394543']
38.90911415_-77.0448649,38.90911415,-77.0448649,"[180.0746880825364, 0.07468695198025443]","['38.9085769_-77.0448658', '38.9096514_-77.044864']"
38.9101399_-77.04877933333334,38.9101399,-77.04877933333334,[1.6676327239201783],['38.9106388_-77.04876066666667']
38.9106388_-77.04876066666667,38.9106388,-77.04876066666667,[1.6676327239201783],['38.9111377_-77.048742']
38.90910445_-77.049341,38.90910445,-77.049341,[180.24133414507162],['38.9085687_-77.0493439']
38.90975576666666_-77.057123,38.90975576666666,-77.057123,"[358.71512229353385, 178.71510062414438]","['38.910154733333336_-77.0571345', '38.9093568_-77.0571115']"
38.910154733333336_-77.0571345,38.910154733333336,-77.0571345,"[358.71512229353385, 178.71510062414438]","['38.9105537_-77.057146', '38.90975576666666_-77.057123']"
38.908942249999996_-77.0571024,38.908942249999996,-77.0571024,"[179.02139368736232, 359.021405118499]","['38.9085277_-77.0570933', '38.9093568_-77.0571115']"
38.909352049999995_-77.05764815,38.909352049999995,-77.05764815,"[269.3486362245934, 89.34796209531913]","['38.9093473_-77.0581848', '38.9093568_-77.0571115']"
38.909745_-77.05819190000001,38.909745,-77.05819190000001,"[359.2041187337879, 179.2041053552997]","['38.9101427_-77.058199', '38.9093473_-77.0581848']"
38.9101427_-77.058199,38.9101427,-77.058199,"[359.2041187337879, 179.2041053552997]","['38.9105404_-77.0582061', '38.909745_-77.05819190000001']"
38.9089292_-77.0581736,38.9089292,-77.0581736,"[178.8058446159232, 358.80585868500907]","['38.9085111_-77.0581624', '38.9093473_-77.0581848']"
38.90934155_-77.05870875,38.90934155,-77.05870875,"[269.1923247746538, 89.1916665992569]","['38.9093358_-77.0592327', '38.9093473_-77.0581848']"
38.90891635_-77.0592268,38.90891635,-77.0592268,"[179.37289475596685, 359.37290216736125]","['38.9084969_-77.0592209', '38.9093358_-77.0592327']"
38.9100243_-77.04166319999999,38.9100243,-77.04166319999999,"[0.5655485463929608, 180.5655544505231]","['38.9103948_-77.0416585', '38.9096538_-77.0416679']"
38.909346_-77.04167165,38.909346,-77.04167165,"[180.54316564435024, 0.5431609336777115]","['38.9090382_-77.0416754', '38.9096538_-77.0416679']"
38.9060556_-77.0434501,38.9060556,-77.0434501,[180.03260835971162],['38.9056454_-77.0434504']
38.895988833333334_-77.04229656666666,38.895988833333334,-77.04229656666666,[270.0173059690747],['38.895988966666664_-77.04288243333333']
38.895988966666664_-77.04288243333333,38.895988966666664,-77.04288243333333,[270.0173059690747],['38.8959891_-77.0434683']
38.896445899999996_-77.04171066666666,38.896445899999996,-77.04171066666666,[0.0032510719408946898],['38.8969031_-77.04171063333334']
38.8969031_-77.04171063333334,38.8969031,-77.04171063333334,[0.0032510719408946898],['38.8973603_-77.0417106']
38.895827049999994_-77.04779295,38.895827049999994,-77.04779295,[123.09832150517298],['38.8956385_-77.0474213']
38.89605775_-77.05082300000001,38.89605775,-77.05082300000001,"[272.3588518089505, 92.35798793099559]","['38.8960798_-77.0515109', '38.8960357_-77.0501351']"
38.8965376_-77.05013955000001,38.8965376,-77.05013955000001,"[359.6046406933473, 179.60463510489262]","['38.8970395_-77.050144', '38.8960357_-77.0501351']"
38.8954056_-77.04115222499999,38.8954056,-77.04115222499999,[89.84170711540014],['38.8954068_-77.04059165']
38.8954068_-77.04059165,38.8954068,-77.04059165,[89.84170711540014],['38.895408_-77.040031075']
38.895408_-77.040031075,38.895408,-77.040031075,[89.84170711540014],['38.8954092_-77.0394705']
38.89569655_-77.04171174999999,38.89569655,-77.04171174999999,[0.1602672359177859],['38.8959887_-77.0417107']
38.895407066666664_-77.04288513333333,38.895407066666664,-77.04288513333333,[90.16690195307683],['38.895405733333334_-77.04229896666666']
38.895405733333334_-77.04229896666666,38.895405733333334,-77.04229896666666,[90.16690195307683],['38.8954044_-77.0417128']
38.90257735_-77.0596209,38.90257735,-77.0596209,"[89.77718307886232, 269.77782727933845]","['38.9025789_-77.059108', '38.9025758_-77.0601338']"
38.90522_-77.05966799999999,38.90522,-77.05966799999999,"[89.13818252435635, 269.13881583373956]","['38.9052259_-77.0591638', '38.9052141_-77.0601722']"
38.90336245_-77.05141230000001,38.90336245,-77.05141230000001,"[0.3592355430878911, 180.35923931113942]","['38.9037348_-77.0514093', '38.9029901_-77.0514153']"
38.903212366666665_-77.05204446666667,38.903212366666665,-77.05204446666667,"[294.41654575056316, 114.41536038503176]","['38.90343463333333_-77.05267363333333', '38.9029901_-77.0514153']"
38.90343463333333_-77.05267363333333,38.90343463333333,-77.05267363333333,"[294.41654575056316, 114.41536038503176]","['38.9036569_-77.0533028', '38.903212366666665_-77.05204446666667']"
38.9037366_-77.05076145000001,38.9037366,-77.05076145000001,[89.79503047375033],['38.9037384_-77.0501136']
38.904241266666666_-77.05140920000001,38.904241266666666,-77.05140920000001,"[0.00880349098338229, 180.0088036793906]","['38.90474773333334_-77.0514091', '38.9037348_-77.0514093']"
38.90474773333334_-77.0514091,38.90474773333334,-77.0514091,"[0.00880349098338229, 180.0088036793906]","['38.9052542_-77.051409', '38.904241266666666_-77.05140920000001']"
38.90575315_-77.05140850000001,38.90575315,-77.05140850000001,"[0.04467931248831292, 180.04468056858423]","['38.9062521_-77.05140800000001', '38.9052542_-77.051409']"
38.9062521_-77.05140800000001,38.9062521,-77.05140800000001,"[0.04467931248831292, 180.04468056858423]","['38.90675105_-77.0514075', '38.90575315_-77.05140850000001']"
38.90675105_-77.0514075,38.90675105,-77.0514075,"[0.04467931248831292, 180.04468056858423]","['38.90725_-77.051407', '38.9062521_-77.05140800000001']"
38.9052541_-77.05203966666667,38.9052541,-77.05203966666667,[269.9889195856942],['38.905254_-77.05267033333334']
38.905254_-77.05267033333334,38.905254,-77.05267033333334,[269.9889195856942],['38.9052539_-77.053301']
38.90685078_-77.0517858,38.90685078,-77.0517858,"[216.44168658730493, 36.440497064406486]","['38.90645156_-77.0521646', '38.90725_-77.051407']"
38.90645156_-77.0521646,38.90645156,-77.0521646,"[216.44168658730493, 36.440497064406486]","['38.906052339999995_-77.0525434', '38.90685078_-77.0517858']"
38.906052339999995_-77.0525434,38.906052339999995,-77.0525434,"[216.44168658730493, 36.440497064406486]","['38.90565312_-77.0529222', '38.90645156_-77.0521646']"
