,lat,long,headings,segment_links
38.89681203333333_-77.04929066666666,38.89681203333333,-77.04929066666666,[304.91747352873506],['38.89704426666666_-77.04971813333333']
38.89704426666666_-77.04971813333333,38.89704426666666,-77.04971813333333,[304.91747352873506],['38.8972765_-77.0501456']
38.8969701_-77.0488627,38.8969701,-77.0488627,[0.057124891727767135],['38.8973604_-77.0488622']
38.8975547_-77.05100994,38.8975547,-77.05100994,[124.95541069899139],['38.8972526_-77.05045468']
38.8972526_-77.05045468,38.8972526,-77.05045468,[124.95541069899139],['38.896950499999996_-77.04989942']
38.896950499999996_-77.04989942,38.896950499999996,-77.04989942,[124.95541069899139],['38.8966484_-77.04934416']
38.8966484_-77.04934416,38.8966484,-77.04934416,[124.95541069899139],['38.8963463_-77.0487889']
38.897532850000005_-77.0510144,38.897532850000005,-77.0510144,[127.07826434930405],['38.8972089_-77.0504636']
38.896808433333334_-77.0496923,38.896808433333334,-77.0496923,[123.31576915689612],['38.89657736666666_-77.0492406']
38.89657736666666_-77.0492406,38.89657736666666,-77.0492406,[123.31576915689612],['38.8963463_-77.0487889']
38.8962477_-77.04830215,38.8962477,-77.04830215,[304.0886438807481],['38.896474_-77.0487318']
38.89854825_-77.05259649999999,38.89854825,-77.05259649999999,[304.26042266802153],['38.8988459_-77.053158']
38.9038068_-77.0543175,38.9038068,-77.0543175,[80.35171465734072],['38.9038628_-77.0538942']
38.906477333333335_-77.04227493333333,38.906477333333335,-77.04227493333333,[269.27779998704796],['38.90647156666667_-77.04286236666667']
38.90647156666667_-77.04286236666667,38.90647156666667,-77.04286236666667,[269.27779998704796],['38.9064658_-77.0434498']
38.90606355_-77.04144335,38.90606355,-77.04144335,[155.63660800384298],['38.905644_-77.0411992']
38.9043709_-77.04881353333333,38.9043709,-77.04881353333333,[0.02667668263006817],['38.9048166_-77.04881326666667']
38.9048166_-77.04881326666667,38.9048166,-77.04881326666667,[0.02667668263006817],['38.9052623_-77.048813']
38.903353949999996_-77.04935165,38.903353949999996,-77.04935165,"[216.00956208337607, 36.00911111055814]","['38.9029695_-77.0497107', '38.9037384_-77.0489926']"
38.9126095_-77.0508332,38.9126095,-77.0508332,[270.5110875583778],['38.9126123_-77.0512368']
38.90824137_-77.04253188,38.90824137,-77.04253188,[335.5127175442056],['38.90869184_-77.04279556']
38.90869184_-77.04279556,38.90869184,-77.04279556,[335.5127175442056],['38.90914231_-77.04305923999999']
38.90914231_-77.04305923999999,38.90914231,-77.04305923999999,[335.5127175442056],['38.909592780000004_-77.04332292']
38.909592780000004_-77.04332292,38.909592780000004,-77.04332292,[335.5127175442056],['38.91004325_-77.0435866']
38.91004325_-77.0435866,38.91004325,-77.0435866,[335.5127175442056],['38.91049372_-77.04385028']
38.91049372_-77.04385028,38.91049372,-77.04385028,[335.5127175442056],['38.91094419_-77.04411396']
38.91094419_-77.04411396,38.91094419,-77.04411396,[335.5127175442056],['38.91139466_-77.04437764']
38.91139466_-77.04437764,38.91139466,-77.04437764,[335.5127175442056],['38.91184513_-77.04464132']
38.91184513_-77.04464132,38.91184513,-77.04464132,[335.5127175442056],['38.9122956_-77.044905']
38.90825136666667_-77.04249463333333,38.90825136666667,-77.04249463333333,[339.06069337509456],['38.908711833333335_-77.04272106666666']
38.908711833333335_-77.04272106666666,38.908711833333335,-77.04272106666666,[339.06069337509456],['38.9091723_-77.0429475']
38.907907466666664_-77.04438596666667,38.907907466666664,-77.04438596666667,[90.17720556908068],['38.90790633333334_-77.04391623333333']
38.90790633333334_-77.04391623333333,38.90790633333334,-77.04391623333333,[90.17720556908068],['38.9079052_-77.0434465']
38.90862163333333_-77.04313766666667,38.90862163333333,-77.04313766666667,[147.1081813693579],['38.90822416666667_-77.04280733333334']
38.90822416666667_-77.04280733333334,38.90822416666667,-77.04280733333334,[147.1081813693579],['38.9078267_-77.042477']
38.902416200000005_-77.0379542,38.902416200000005,-77.0379542,[89.73916754902581],['38.9024182_-77.0373889']
38.912608500000005_-77.04593460000001,38.912608500000005,-77.04593460000001,[270.1168475474429],['38.9126096_-77.0466304']
38.9075372_-77.0423084,38.9075372,-77.0423084,[155.62044066498788],['38.9072477_-77.0421398']
38.9042738_-77.04040705,38.9042738,-77.04040705,[155.77988534714348],['38.9037959_-77.0401308']
38.90564675_-77.0406107,38.90564675,-77.0406107,[269.81680729120563],['38.9056457_-77.0410321']
38.9072467_-77.04279389999999,38.9072467,-77.04279389999999,[269.8878448896854],['38.9072457_-77.043448']
38.9068654_-77.04191365,38.9068654,-77.04191365,[155.2820083280301],['38.9064831_-77.0416875']
38.91195725_-77.04486514999999,38.91195725,-77.04486514999999,[155.77662484155667],['38.911498300000005_-77.0445998']
38.911498300000005_-77.0445998,38.911498300000005,-77.0445998,[155.77662484155667],['38.91103935_-77.04433445000001']
38.91103935_-77.04433445000001,38.91103935,-77.04433445000001,[155.77662484155667],['38.9105804_-77.0440691']
38.9105804_-77.0440691,38.9105804,-77.0440691,[155.77662484155667],['38.910121450000005_-77.04380375']
38.910121450000005_-77.04380375,38.910121450000005,-77.04380375,[155.77662484155667],['38.9096625_-77.0435384']
38.9096625_-77.0435384,38.9096625,-77.0435384,[155.77662484155667],['38.90920355_-77.04327305000001']
38.90920355_-77.04327305000001,38.90920355,-77.04327305000001,[155.77662484155667],['38.9087446_-77.0430077']
38.9087446_-77.0430077,38.9087446,-77.0430077,[155.77662484155667],['38.90828565_-77.04274235']
38.90828565_-77.04274235,38.90828565,-77.04274235,[155.77662484155667],['38.9078267_-77.042477']
38.9121463_-77.04500709999999,38.9121463,-77.04500709999999,[160.41655818421657],['38.9118764_-77.0448837']
38.9013357_-77.04547216666667,38.9013357,-77.04547216666667,[269.43834039139296],['38.9013312_-77.04606143333334']
38.9013312_-77.04606143333334,38.9013312,-77.04606143333334,[269.43834039139296],['38.9013267_-77.0466507']
38.9018693_-77.04487510000001,38.9018693,-77.04487510000001,[0.6572961020504522],['38.9023984_-77.0448673']
38.901011600000004_-77.0466522,38.901011600000004,-77.0466522,[180.21226312137534],['38.9006965_-77.0466537']
38.90116703333333_-77.04619893333333,38.90116703333333,-77.04619893333333,"[114.42435594746439, 294.4252070457203]","['38.90100736666667_-77.04574716666667', '38.9013267_-77.0466507']"
38.90100736666667_-77.04574716666667,38.90100736666667,-77.04574716666667,"[114.42435594746439, 294.4252070457203]","['38.9008477_-77.0452954', '38.90116703333333_-77.04619893333333']"
38.9002185_-77.0428788,38.9002185,-77.0428788,[89.34905668418787],['38.9002237_-77.0422902']
38.9002237_-77.0422902,38.9002237,-77.0422902,[89.34905668418787],['38.9002289_-77.0417016']
38.90037866666666_-77.0439419,38.90037866666666,-77.0439419,"[294.1240292566644, 114.12313534223586]","['38.90054403333333_-77.0444164', '38.9002133_-77.0434674']"
38.90054403333333_-77.0444164,38.90054403333333,-77.0444164,"[294.1240292566644, 114.12313534223586]","['38.9007094_-77.0448909', '38.90037866666666_-77.0439419']"
38.899897749999994_-77.0434687,38.899897749999994,-77.0434687,[180.18370212228263],['38.8995822_-77.04347']
38.9024935_-77.05466533333333,38.9024935,-77.05466533333333,[89.89968178539141],['38.9024944_-77.05400066666667']
38.9024944_-77.05400066666667,38.9024944,-77.05400066666667,[89.89968178539141],['38.9024953_-77.053336']
38.903575200000006_-77.060146175,38.903575200000006,-77.060146175,[359.2920179893717],['38.9041215_-77.06015485']
38.9041215_-77.06015485,38.9041215,-77.06015485,[359.2920179893717],['38.9046678_-77.060163525']
38.9046678_-77.060163525,38.9046678,-77.060163525,[359.2920179893717],['38.9052141_-77.0601722']
38.8973596_-77.04609673333333,38.8973596,-77.04609673333333,[89.899649754839],['38.8973604_-77.04550656666667']
38.8973604_-77.04550656666667,38.8973604,-77.04550656666667,[89.899649754839],['38.8973612_-77.0449164']
38.89691403333333_-77.04668683333333,38.89691403333333,-77.04668683333333,[179.99331596424668],['38.89646926666667_-77.04668676666667']
38.89646926666667_-77.04668676666667,38.89646926666667,-77.04668676666667,[179.99331596424668],['38.8960245_-77.0466867']
38.898350725_-77.04721765,38.898350725,-77.04721765,[269.5732570974939],['38.89834755_-77.0477645']
38.89834755_-77.0477645,38.89834755,-77.0477645,[269.5732570974939],['38.89834437499999_-77.04831135']
38.89834437499999_-77.04831135,38.89834437499999,-77.04831135,[269.5732570974939],['38.8983412_-77.0488582']
38.89785635_-77.04667885,38.89785635,-77.04667885,[180.7214235083694],['38.8973588_-77.0466869']
38.9010248_-77.0448869,38.9010248,-77.0448869,[0.5654756935259115],['38.9013402_-77.0448829']
38.90115993333333_-77.04882796666666,38.90115993333333,-77.04882796666666,[0.2717830121386555],['38.901624766666664_-77.04882513333334']
38.901624766666664_-77.04882513333334,38.901624766666664,-77.04882513333334,[0.2717830121386555],['38.9020896_-77.0488223']
38.912607433333335_-77.04933926666666,38.912607433333335,-77.04933926666666,[269.95098842913274],['38.912607066666666_-77.04988443333333']
38.912607066666666_-77.04988443333333,38.912607066666666,-77.04988443333333,[269.95098842913274],['38.9126067_-77.0504296']
38.91218405_-77.0487759,38.91218405,-77.0487759,"[178.08589363818783, 358.08591650206967]","['38.9117603_-77.0487577', '38.9126078_-77.0487941']"
38.90268955_-77.05067374999999,38.90268955,-77.05067374999999,[199.43672863633972],['38.9024259_-77.0507933']
38.90273035_-77.03895605,38.90273035,-77.03895605,[284.0243551121688],['38.9028154_-77.0393936']
38.90319100000001_-77.03851599999999,38.90319100000001,-77.03851599999999,"[0.20426751121038933, 180.20427065124176]","['38.9037367_-77.0385135', '38.9026453_-77.0385185']"
38.89788625_-77.05617475,38.89788625,-77.05617475,[338.00541708352324],['38.8981455_-77.0563093']
38.9009793_-77.05768745,38.9009793,-77.05768745,"[93.83234795087333, 273.83291407168144]","['38.9009558_-77.0572367', '38.9010028_-77.0581382']"
38.90519785_-77.04094125,38.90519785,-77.04094125,[155.7757639881671],['38.9047517_-77.0406833']
38.900418_-77.055425625,38.900418,-77.055425625,[130.29517948474916],['38.900140199999996_-77.05500465']
38.900140199999996_-77.05500465,38.900140199999996,-77.05500465,[130.29517948474916],['38.899862399999996_-77.054583675']
38.899862399999996_-77.054583675,38.899862399999996,-77.054583675,[130.29517948474916],['38.8995846_-77.0541627']
38.90043095_-77.05211355,38.90043095,-77.05211355,[218.52979666141422],['38.9001592_-77.0523916']
38.9115262_-77.04441813333334,38.9115262,-77.04441813333334,[333.78546059164466],['38.9119109_-77.04466156666666']
38.9119109_-77.04466156666666,38.9119109,-77.04466156666666,[333.78546059164466],['38.9122956_-77.044905']
38.911141_-77.04380545000001,38.911141,-77.04380545000001,[90.09947481417282],['38.9111405_-77.0434362']
38.910731150000004_-77.04421590000001,38.910731150000004,-77.04421590000001,[154.80165926412587],['38.910324_-77.0439697']
38.89667085_-77.0397792,38.89667085,-77.0397792,[224.0521205207403],['38.8964172_-77.0400945']
38.895588200000006_-77.0470374,38.895588200000006,-77.0470374,[302.30298466570974],['38.8957588_-77.0473841']
38.902648166666665_-77.0399911,38.902648166666665,-77.0399911,[269.7009110568338],['38.902646233333336_-77.0404663']
38.902646233333336_-77.0404663,38.902646233333336,-77.0404663,[269.7009110568338],['38.9026443_-77.0409415']
38.902490825_-77.05790645,38.902490825,-77.05790645,[92.94854362704297],['38.90246655_-77.057301']
38.90246655_-77.057301,38.90246655,-77.057301,[92.94854362704297],['38.902442275_-77.05669555']
38.902442275_-77.05669555,38.902442275,-77.05669555,[92.94854362704297],['38.902418_-77.0560901']
38.902189488888894_-77.05802865555556,38.902189488888894,-77.05802865555556,[130.8850322755436],['38.90186387777778_-77.05754541111111']
38.90186387777778_-77.05754541111111,38.90186387777778,-77.05754541111111,[130.8850322755436],['38.90153826666667_-77.05706216666667']
38.90153826666667_-77.05706216666667,38.90153826666667,-77.05706216666667,[130.8850322755436],['38.901212655555554_-77.05657892222223']
38.901212655555554_-77.05657892222223,38.901212655555554,-77.05657892222223,[130.8850322755436],['38.900887044444445_-77.05609567777778']
38.900887044444445_-77.05609567777778,38.900887044444445,-77.05609567777778,[130.8850322755436],['38.90056143333333_-77.05561243333334']
38.90056143333333_-77.05561243333334,38.90056143333333,-77.05561243333334,[130.8850322755436],['38.90023582222222_-77.0551291888889']
38.90023582222222_-77.0551291888889,38.90023582222222,-77.0551291888889,[130.8850322755436],['38.899910211111106_-77.05464594444445']
38.899910211111106_-77.05464594444445,38.899910211111106,-77.05464594444445,[130.8850322755436],['38.8995846_-77.0541627']
38.89569875_-77.0434698,38.89569875,-77.0434698,[180.23037381078728],['38.8954084_-77.0434713']
38.8959781_-77.0439523,38.8959781,-77.0439523,[268.32779991484426],['38.8959671_-77.0444363']
38.8959671_-77.0444363,38.8959671,-77.0444363,[268.32779991484426],['38.8959561_-77.0449203']
38.903736550000005_-77.04047775000001,38.903736550000005,-77.04047775000001,[90.02862124297349],['38.9037364_-77.0400951']
38.9037663_-77.0404956,38.9037663,-77.0404956,[84.04725176806443],['38.9037959_-77.0401308']
38.91035105_-77.0490887,38.91035105,-77.0490887,[197.90338053904387],['38.9098315_-77.0493044']
38.90977545_-77.0596787,38.90977545,-77.0596787,"[269.4807903331948, 89.48024728147345]","['38.9097724_-77.060111', '38.9097785_-77.0592464']"
38.9117058_-77.04848064999999,38.9117058,-77.04848064999999,[37.69710444949919],['38.9119332_-77.0482548']
38.8998494_-77.05258425,38.8998494,-77.05258425,[35.827629164210066],['38.9001211_-77.0523322']
38.89845205_-77.05262350000001,38.89845205,-77.05262350000001,[125.5179143624664],['38.8981673_-77.0521109']
38.909644566666664_-77.04372883333333,38.909644566666664,-77.04372883333333,[114.0803541084129],['38.90947883333333_-77.04325226666667']
38.90947883333333_-77.04325226666667,38.90947883333333,-77.04325226666667,[114.0803541084129],['38.9093131_-77.0427757']
38.90298056666666_-77.05717373333333,38.90298056666666,-77.05717373333333,[237.99070361158437],['38.90276553333333_-77.05761576666667']
38.90276553333333_-77.05761576666667,38.90276553333333,-77.05761576666667,[237.99070361158437],['38.9025505_-77.0580578']
38.90275196666666_-77.05689173333333,38.90275196666666,-77.05689173333333,[195.68108182885575],['38.90230833333333_-77.05705176666667']
38.90230833333333_-77.05705176666667,38.90230833333333,-77.05705176666667,[195.68108182885575],['38.9018647_-77.0572118']
38.89862336_-77.05644414,38.89862336,-77.05644414,[347.61451510798133],['38.89910122_-77.05657898']
38.89910122_-77.05657898,38.89910122,-77.05657898,[347.61451510798133],['38.89957908_-77.05671382']
38.89957908_-77.05671382,38.89957908,-77.05671382,[347.61451510798133],['38.90005694_-77.05684866']
38.90005694_-77.05684866,38.90005694,-77.05684866,[347.61451510798133],['38.9005348_-77.0569835']
38.9013887_-77.05703867999999,38.9013887,-77.05703867999999,[9.70631033559988],['38.9018383_-77.05693986']
38.9018383_-77.05693986,38.9018383,-77.05693986,[9.70631033559988],['38.9022879_-77.05684104']
38.9022879_-77.05684104,38.9022879,-77.05684104,[9.70631033559988],['38.9027375_-77.05674222']
38.9027375_-77.05674222,38.9027375,-77.05674222,[9.70631033559988],['38.9031871_-77.0566434']
38.90249866_-77.05266748,38.90249866,-77.05266748,[89.62786694571525],['38.90250202_-77.05199896']
38.90250202_-77.05199896,38.90250202,-77.05199896,[89.62786694571525],['38.90250538_-77.05133044']
38.90250538_-77.05133044,38.90250538,-77.05133044,[89.62786694571525],['38.90250874_-77.05066192']
38.90250874_-77.05066192,38.90250874,-77.05066192,[89.62786694571525],['38.902512099999996_-77.0499934']
38.902512099999996_-77.0499934,38.902512099999996,-77.0499934,[89.62786694571525],['38.90251546_-77.04932488']
38.90251546_-77.04932488,38.90251546,-77.04932488,[89.62786694571525],['38.90251882_-77.04865636']
38.90251882_-77.04865636,38.90251882,-77.04865636,[89.62786694571525],['38.90252218_-77.04798783999999']
38.90252218_-77.04798783999999,38.90252218,-77.04798783999999,[89.62786694571525],['38.90252554_-77.04731932']
38.90252554_-77.04731932,38.90252554,-77.04731932,[89.62786694571525],['38.9025289_-77.0466508']
38.8960231_-77.04914883333333,38.8960231,-77.04914883333333,[270.9408809029357],['38.896029399999996_-77.04964196666667']
38.896029399999996_-77.04964196666667,38.896029399999996,-77.04964196666667,[270.9408809029357],['38.8960357_-77.0501351']
38.895551_-77.05248736666667,38.895551,-77.05248736666667,[74.98603328611318],['38.8956875_-77.05183343333333']
38.8956875_-77.05183343333333,38.8956875,-77.05183343333333,[74.98603328611318],['38.895824_-77.0511795']
38.9042793_-77.0402355,38.9042793,-77.0402355,[335.4431674099013],['38.9047623_-77.0405191']
38.9037371_-77.04207819999999,38.9037371,-77.04207819999999,[90.114949342783],['38.9037365_-77.0416947']
38.9037681_-77.04207840000001,38.9037681,-77.04207840000001,[84.18049328231797],['38.9037985_-77.0416951']
38.904259825_-77.041694175,38.904259825,-77.041694175,[0.08940005902479697],['38.90472115_-77.04169325000001']
38.90472115_-77.04169325000001,38.90472115,-77.04169325000001,[0.08940005902479697],['38.905182475000004_-77.041692325']
38.905182475000004_-77.041692325,38.905182475000004,-77.041692325,[0.08940005902479697],['38.9056438_-77.0416914']
38.90564335_-77.0381356,38.90564335,-77.0381356,[270.02995396427775],['38.9056435_-77.0385072']
38.9056736_-77.0381357,38.9056736,-77.0381357,[275.9999619541734],['38.905704_-77.0385074']
38.8998689_-77.0526744,38.8998689,-77.0526744,[217.16733963044916],['38.8995786_-77.0529572']
38.900411899999995_-77.05208385,38.900411899999995,-77.05208385,[33.609207195303384],['38.9007027_-77.0518355']
38.9081286_-77.04959626666667,38.9081286,-77.04959626666667,[204.04754939728613],['38.9076885_-77.04984863333333']
38.9076885_-77.04984863333333,38.9076885,-77.04984863333333,[204.04754939728613],['38.9072484_-77.050101']
38.90564493333333_-77.03906789999999,38.90564493333333,-77.03906789999999,[270.18874438767256],['38.905646366666666_-77.0396286']
38.905646366666666_-77.0396286,38.905646366666666,-77.0396286,[270.18874438767256],['38.9056478_-77.0401893']
38.9033743_-77.03990203333333,38.9033743,-77.03990203333333,[157.4648030714659],['38.9030122_-77.03970896666667']
38.9030122_-77.03970896666667,38.9030122,-77.03970896666667,[157.4648030714659],['38.9026501_-77.0395159']
38.903735299999994_-77.03956170000001,38.903735299999994,-77.03956170000001,[90.18564710887],['38.9037344_-77.0392052']
38.90233263333333_-77.0580854,38.90233263333333,-77.0580854,[124.538721907933],['38.90209866666667_-77.05764860000001']
38.90209866666667_-77.05764860000001,38.90209866666667,-77.05764860000001,[124.538721907933],['38.9018647_-77.0572118']
38.902945149999994_-77.0510302,38.902945149999994,-77.0510302,[278.53038092497985],['38.9029901_-77.0514153']
